drug,disease
CHEBI:3112,MONDO:0005180
CHEBI:8378,MONDO:0015253
CHEBI:28934,MONDO:0008383
CHEBI:17833,UMLS:C1112209
CHEBI:9763,MONDO:0001080
CHEBI:53778,MONDO:0005002
CHEBI:94686,MONDO:0005148
CHEBI:15407,MONDO:0021146
CHEBI:4470,HP:0001945
CHEBI:553473,EFO:1001421
CHEBI:91495,MONDO:0011786
CHEBI:209807,UMLS:C0152964
CHEBI:29013,MONDO:0018077
CHEBI:28918,MONDO:0005338
CHEBI:100246,UMLS:C0856695
CHEBI:6909,HP:0034493
UNII:23CA79S88F,MONDO:0005089
CHEBI:63581,MONDO:0012268
CHEBI:5959,MONDO:0005148
CHEBI:28925,MONDO:0009348
CHEBI:17650,MONDO:0011786
CHEBI:91083,MONDO:0019098
CHEBI:133011,UMLS:C0275665
CHEBI:47381,HP:0012531
CHEBI:45863,MONDO:0002367
CHEBI:34689,MONDO:0005338
CHEBI:100241,MONDO:0005247
CHEBI:3489,MONDO:0005970
CHEBI:63624,MONDO:0005366
CHEBI:3489,MONDO:0100338
CHEBI:6784,MONDO:0005133
CHEBI:5614,MONDO:0001461
CHEBI:5108,MONDO:0004980
CHEBI:100241,MONDO:0001517
CHEBI:17650,UMLS:C0033777
CHEBI:5971,MONDO:0001056
CHEBI:94392,MONDO:0005920
CHEBI:39867,MONDO:0005277
CHEBI:31184,MONDO:0006547
CHEBI:87715,MONDO:0011057
CHEBI:7903,MONDO:0005298
UNII:55MOB566V7,UMLS:C0276026
CHEBI:5134,UMLS:C0033777
CHEBI:51209,HP:0031417
CHEBI:16962,MONDO:0006547
CHEBI:194474,MONDO:0006594
CHEBI:15365,MONDO:0012727
CHEBI:59118,MONDO:0005654
CHEBI:3125,UMLS:C0426639
CHEBI:63627,MONDO:0001103
CHEBI:100246,MONDO:0004277
CHEBI:15365,MONDO:0021146
CHEBI:50275,MONDO:0019610
CHEBI:76612,MONDO:0000432
CHEBI:16199,MONDO:0004980
CHEBI:6715,UMLS:C0153685
CHEBI:2682,MONDO:0005808
CHEBI:75832,UMLS:C0687148
CHEBI:91855,MONDO:0005385
UNII:2PU6O23V1G,UMLS:C0191342
CHEBI:204928,UMLS:C0276026
UNII:28X28X9OKV,UMLS:C5203125
CHEBI:50845,MONDO:0011438
CHEBI:50845,MONDO:0004652
CHEBI:136040,MONDO:0002009
CHEBI:27504,MONDO:0001056
CHEBI:16962,UMLS:C0033777
CHEBI:3077,MONDO:0004980
CHEBI:229226,MONDO:0005252
CHEBI:3723,MONDO:0001942
CHEBI:135782,UMLS:C0149922
CHEBI:135515,MONDO:0018906
CHEBI:9599,MONDO:0005338
CHEBI:6443,MONDO:0008159
CHEBI:42355,UMLS:C0275665
CHEBI:16962,MONDO:0019444
CHEBI:31644,UMLS:C0024485
UNII:31YO63LBSN,MONDO:0009348
CHEBI:135925,MONDO:0005582
CHEBI:3077,MONDO:0006684
CHEBI:16962,MONDO:0015614
UNII:7D0YB67S97,MONDO:0008383
CHEBI:18243,UMLS:C0600177
CHEBI:8069,UMLS:C0270425
CHEBI:7936,MONDO:0008114
CHEBI:28748,MONDO:0005055
CHEBI:157175,MONDO:0001080
CHEBI:9587,MONDO:0005970
CHEBI:553473,MONDO:0005970
CHEMBL.COMPOUND:CHEMBL1615807,UMLS:C0412366
CHEBI:63611,MONDO:0005972
CHEBI:3480,MONDO:0005246
UNII:7B2Y1932XU,HP:0000975
CHEBI:135145,MONDO:0043455
CHEBI:94402,HP:0025095
CHEBI:3077,MONDO:0005480
CHEBI:28177,MONDO:0004849
UNII:6T8C155666,UMLS:C1960396
CHEBI:8382,UMLS:C0345468
CHEBI:49040,MONDO:0007759
UNII:B72HH48FLU,MONDO:0005101
CHEBI:30746,MONDO:0008231
CHEBI:50848,UMLS:C0153027
UNII:K16AIQ8CTM,MONDO:0021063
CHEBI:3077,MONDO:0002471
PUBCHEM.COMPOUND:4786,MONDO:0003014
CHEBI:144551,UMLS:C0580183
CHEBI:8093,MONDO:0006004
CHEBI:32114,HP:0002829
PUBCHEM.COMPOUND:6321415,MONDO:0005246
CHEBI:85182,MONDO:0005354
CHEBI:136050,UMLS:C0342985
CHEBI:18208,MONDO:0000265
CHEBI:30069,MONDO:0041996
CHEBI:53773,MONDO:0004981
CHEBI:16330,UMLS:C0271932
CHEBI:3228,HP:0100518
CHEBI:134732,HP:0004308
CHEBI:9150,MONDO:0002277
CHEBI:5134,UMLS:C0406326
CHEBI:8862,MONDO:0005044
CHEBI:27690,MONDO:0006625
PUBCHEM.COMPOUND:6321415,UMLS:C1260917
CHEBI:3077,MONDO:0011786
CHEBI:6888,MONDO:0020108
CHEBI:31199,UMLS:C0033777
CHEBI:8049,MONDO:0005027
CHEBI:68579,UMLS:C2585945
CHEBI:5118,MONDO:0024613
CHEBI:44185,MONDO:0011429
UNII:JGA39ICE2V,UMLS:C0238217
CHEBI:36578,MONDO:0006004
CHEBI:82701,MONDO:0018906
CHEBI:5147,MONDO:0004765
CHEBI:3314,MONDO:0000745
CHEBI:134726,MONDO:0005180
CHEBI:9927,MONDO:0005148
CHEBI:133011,MONDO:0019186
CHEBI:134745,MONDO:0004739
CHEBI:3534,UMLS:C0276027
UNII:FYS6T7F842,MONDO:0011429
CHEBI:7627,MONDO:0008159
CHEBI:44032,MONDO:0005109
CHEBI:136051,MONDO:0002049
CHEBI:28864,MONDO:0001466
CHEBI:34706,MONDO:0001627
UBERON:0001866,MONDO:0011438
CHEBI:5931,MONDO:0005147
CHEBI:135789,MONDO:0005607
CHEBI:48947,UMLS:C0276026
CHEBI:3441,UMLS:C1997351
CHEBI:100246,MONDO:0030602
CHEBI:45409,MONDO:0012268
CHEBI:52132,MONDO:0024313
UNII:2W150K0UUC,MONDO:0015762
CHEBI:8382,MONDO:0007915
CHEMBL.COMPOUND:CHEMBL2108290,UMLS:C1998329
CHEBI:85993,MONDO:0000618
CHEBI:84116,MONDO:0005324
CHEBI:135574,EFO:0006911
CHEBI:135934,MONDO:0005915
CHEBI:29013,MONDO:0006670
UNII:FU77B4U5Z0,UMLS:C0406317
CHEBI:15854,MONDO:0004981
CHEBI:31995,HP:0001742
CHEBI:6762,HP:0100607
CHEBI:28939,UMLS:C0002915
CHEBI:29013,MONDO:0005945
CHEBI:64355,MONDO:0019136
CHEBI:63611,MONDO:0006668
UNII:D959AE5USF,UMLS:C1563054
CHEBI:30769,MONDO:0002268
UniProtKB:P0DTD1,MONDO:0100096
CHEBI:6888,MONDO:0005393
CHEBI:6888,MONDO:0005301
UNII:T3U32GLJ0F,MONDO:0004980
CHEBI:50305,MONDO:0005647
CHEBI:9421,EFO:1001753
CHEBI:100246,UMLS:C0275652
CHEBI:50815,MONDO:0011438
CHEBI:4903,MONDO:0005298
CHEBI:135845,UMLS:C0002915
CHEBI:27375,UMLS:C3163805
CHEBI:553473,UMLS:C0152973
CHEBI:5127,UMLS:C0406326
CHEBI:29013,MONDO:0001080
CHEBI:7936,MONDO:0002050
CHEBI:3423,MONDO:0001657
CHEBI:100241,MONDO:0001797
UNII:QX5LK7YCHV,MONDO:0000878
CHEBI:45924,HP:0000371
CHEBI:5551,MONDO:0003014
CHEBI:171719,MONDO:0005136
PUBCHEM.COMPOUND:122173807,MONDO:0044070
CHEBI:194135,UMLS:C1112209
CHEBI:51257,MONDO:0024355
CHEBI:17650,MONDO:0006955
UNII:4W0459ZA4V,HP:0000371
CHEBI:31528,MONDO:0011786
CHEBI:195558,UMLS:C5192106
UNII:4T36H88UA7,MONDO:0008315
CHEBI:94316,HP:0002017
CHEBI:3491,UMLS:C0152964
CHEBI:3547,UMLS:C1698510
CHEBI:8065,MONDO:0007448
CHEBI:8382,HP:0012027
CHEBI:4445,UMLS:C0002915
CHEBI:64356,UMLS:C0458960
CHEBI:8028,MONDO:0005090
CHEBI:6504,MONDO:0008383
GO:0042310,MONDO:0005277
CHEBI:135772,MONDO:0005119
CHEBI:8382,MONDO:0011849
CHEBI:4856,MONDO:0004981
CHEBI:48947,UMLS:C0276088
CHEBI:17115,UMLS:C0275959
CHEBI:37943,MONDO:0004795
CHEBI:204734,MONDO:0015758
CHEBI:9332,UMLS:C0856695
CHEBI:3419,HP:0003418
CHEBI:8412,MONDO:0005027
UNII:1GA689N629,MONDO:0004247
UNII:9Y9727LS4D,MONDO:0010602
CHEBI:31608,MONDO:0001239
CHEBI:3547,MONDO:0005280
CHEBI:6888,MONDO:0002081
CHEBI:8378,MONDO:0007179
CHEBI:3504,MONDO:0002186
CHEBI:7862,HP:0025337
GO:0001696,MONDO:0015183
CHEBI:6823,MONDO:0007448
CHEBI:76263,MONDO:0005178
CHEBI:3499,MONDO:0005972
CHEBI:8772,MONDO:0007254
DrugCentral:3931,EFO:0004888
CHEBI:133011,UMLS:C0149966
CHEBI:135782,MONDO:0006554
CHEBI:52010,HP:0031417
CHEBI:44185,MONDO:0008383
CHEBI:72291,UMLS:C5394779
CHEBI:600103,UMLS:C0585966
CHEBI:2676,UMLS:C0276027
CHEBI:41879,MONDO:0019122
CHEBI:34911,MONDO:0001794
CHEBI:4876,HP:0000969
PUBCHEM.COMPOUND:6321415,MONDO:0005972
CHEBI:6067,MONDO:0001406
CHEBI:75998,MONDO:0006468
UNII:DJJ95FJP1H,HP:0012531
CHEBI:135782,MONDO:0006608
CHEBI:3077,MONDO:0019122
CHEBI:2637,UMLS:C0577708
CHEBI:5134,MONDO:0004979
CHEBI:31703,UMLS:C0007767
CHEBI:5551,HP:0001945
CHEBI:8310,UMLS:C0854211
CHEBI:10033,HP:0034192
CHEBI:5108,UMLS:C0033777
CHEBI:2469,MONDO:0005344
CHEBI:29081,HP:0001742
CHEBI:9570,MONDO:0005089
CHEBI:16494,UMLS:C0740447
CHEBI:16962,UMLS:C0010543
CHEBI:2682,MONDO:0042484
CHEBI:51230,MONDO:0001334
CHEBI:3499,MONDO:0000918
CHEBI:27666,MONDO:0002236
CHEBI:94484,MONDO:0006004
CHEBI:3347,MONDO:0005252
CHEBI:42355,MONDO:0025598
CHEBI:4392,UMLS:C0520775
CHEBI:6888,MONDO:0043789
CHEBI:3480,UMLS:C0554628
CHEBI:27902,MONDO:0002258
CHEBI:8887,HP:0100607
UNII:I031V2H011,UMLS:C1444843
CHEBI:93327,MONDO:0005180
CHEBI:100246,MONDO:0004522
CHEBI:31677,MONDO:0004967
CHEBI:92833,MONDO:0021095
CHEBI:9654,MONDO:0002009
PUBCHEM.COMPOUND:6321415,UMLS:C0276085
CHEBI:63610,HP:0011891
CHEBI:31547,MONDO:0005044
CHEBI:16962,MONDO:0006594
CHEBI:134729,MONDO:0006896
CHEBI:9701,MONDO:0004247
CHEBI:90936,UMLS:C4518436
CHEBI:3309,HP:0003472
CHEBI:84115,HP:0025095
CHEBI:3647,MONDO:0024612
UNII:RZT8C352O1,MONDO:0009823
CHEBI:79042,MONDO:0019137
CHEBI:3515,HP:0002783
CHEBI:135324,MONDO:0007448
CHEBI:7627,MONDO:0008159
CHEBI:46345,MONDO:0007254
CHEBI:8382,MONDO:0018906
CHEBI:50859,MONDO:0015758
CHEBI:6762,UMLS:C0037195
CHEBI:27375,MONDO:0009691
PUBCHEM.COMPOUND:138713709,UMLS:C0748052
CHEBI:2956,UMLS:C0684256
CHEBI:9943,MONDO:0002009
CHEBI:5779,MONDO:0005709
CHEBI:9763,MONDO:0040732
CHEBI:17076,MONDO:0006052
CHEBI:8435,HP:0002017
CHEBI:9598,MONDO:0005382
CHEBI:77733,MONDO:0005542
UNII:90Z2UF0E52,MONDO:0005749
CHEBI:17076,UMLS:C0520775
CHEBI:39867,MONDO:0024612
CHEBI:9741,MONDO:0007448
UNII:MT6QI8324A,MONDO:0018100
PUBCHEM.COMPOUND:6321415,MONDO:0006816
CHEBI:29013,MONDO:0005777
CHEBI:28918,MONDO:0004822
PUBCHEM.COMPOUND:49863420,MONDO:0700051
CHEBI:18208,MONDO:0001714
GO:0061436,MONDO:0006608
UNII:L76T0ZCA8K,HP:0001908
CHEBI:63618,MONDO:0005311
CHEBI:4753,MONDO:0005041
CHEBI:5747,MONDO:0004247
CHEBI:63619,MONDO:0004981
DrugCentral:456,MONDO:0004966
CHEBI:4464,MONDO:0011786
CHEBI:64317,MONDO:0004979
CHEBI:22907,MONDO:0018905
CHEBI:5543,MONDO:0005867
CHEBI:229657,UMLS:C1274557
CHEBI:9667,UMLS:C0345468
CHEBI:43968,EFO:1001753
CHEBI:209807,MONDO:0004277
CHEBI:77733,HP:0001681
CHEBI:8357,MONDO:0001461
CHEBI:41879,MONDO:0005083
CHEBI:50438,HP:0001907
CHEBI:49375,HP:0004848
CHEBI:17026,MONDO:0008159
CHEBI:59118,HP:0002018
CHEBI:17347,MONDO:0006823
CHEBI:7601,UMLS:C0267055
CHEBI:29007,EFO:1001421
CHEBI:100241,UMLS:C4076057
CHEBI:144093,MONDO:0008315
CHEBI:5127,UMLS:C0033775
CHEBI:38010,MONDO:0005306
CHEBI:85260,MONDO:0005715
CHEBI:27902,MONDO:0005777
UNII:CEGM9YBNGD,UMLS:C0278987
CHEBI:116735,HP:0012735
CHEBI:4911,MONDO:0005447
CHEBI:135123,MONDO:0005044
UNII:4F4X42SYQ6,MONDO:0008219
CHEBI:27690,UMLS:C0271152
CHEBI:135207,MONDO:0005709
CHEBI:135934,MONDO:0024343
UNII:AG9MHG098Z,MONDO:0017604
CHEBI:5614,MONDO:0001405
CHEBI:66880,UMLS:C0032743
CHEBI:61276,MONDO:0005052
CHEBI:134936,MONDO:0005642
CHEBI:15940,MONDO:0005347
CHEBI:7459,UMLS:C0412850
CHEBI:17630,MONDO:0005246
CHEBI:3216,UMLS:C1960643
CHEBI:28001,UMLS:C0235952
CHEBI:3504,MONDO:0001080
CHEBI:63607,MONDO:0005970
CHEBI:133011,MONDO:0019633
CHEBI:8378,MONDO:0019338
CHEBI:90972,UMLS:C0002915
UNII:J0FI6WE1QN,MONDO:0100096
CHEBI:49575,MONDO:0005027
CHEBI:135123,MONDO:0005041
CHEBI:9927,MONDO:0005044
CHEBI:3216,MONDO:0005530
CHEBI:31652,UMLS:C4708088
CHEBI:27300,MONDO:0005520
CHEBI:75179,UMLS:C0276228
CHEBI:554446,UMLS:C0520767
CHEBI:31990,HP:0031417
CHEBI:81862,MONDO:0002268
UNII:2WU922TK3L,MONDO:0005354
CHEBI:16664,UMLS:C0153290
CHEBI:50845,MONDO:0005683
CHEBI:9763,UMLS:C0275550
CHEBI:31677,MONDO:0000004
CHEBI:51257,MONDO:0005230
CHEBI:59343,MONDO:0005972
CHEBI:50815,HP:0031217
UNII:PUE0TO3XDR,HP:0002625
CHEBI:3647,MONDO:0008294
UNII:2URQ2N32W3,MONDO:0000745
CHEBI:48947,MONDO:0100338
CHEMBL.COMPOUND:CHEMBL3084722,MONDO:0008015
CHEBI:64733,MONDO:0001909
CHEBI:22652,MONDO:0008315
CHEBI:229526,MONDO:0005342
CHEBI:59750,UMLS:C0406326
CHEBI:50381,MONDO:0018982
CHEBI:134729,MONDO:0007186
UNII:9B9691B2N9,MONDO:0004247
UNII:RRW32X4U1F,DOID:14275
CHEBI:8232,MONDO:0005649
CHEBI:77069,HP:0002487
CHEBI:28527,MONDO:0009412
CHEBI:223316,MONDO:0005920
UNII:B72HH48FLU,UMLS:C0748052
CHEBI:6909,MONDO:0000918
CHEBI:50694,UMLS:C0729586
CHEBI:6965,MONDO:0005090
CHEBI:16714,MONDO:0021146
CHEBI:9449,MONDO:0004849
CHEBI:5441,MONDO:0005148
CHEBI:63611,DOID:50360
CHEBI:28925,MONDO:0018908
CHEBI:8378,MONDO:0002400
CHEBI:6359,MONDO:0002203
CHEBI:5127,UMLS:C0149922
CHEBI:3480,UMLS:C0152964
CHEBI:261649,MONDO:0001673
CHEBI:6888,MONDO:0000004
CHEBI:100241,MONDO:0005280
CHEBI:7872,UMLS:C0259787
CHEBI:31000,MONDO:0043653
CHEBI:32188,UMLS:C4708088
CHEBI:82721,UMLS:C0038166
CHEBI:6839,HP:0004763
CHEBI:63611,EFO:1001753
CHEBI:9667,MONDO:0043789
CHEBI:3176,MONDO:0005041
CHEBI:28864,MONDO:0700217
CHEBI:7492,MONDO:0005642
CHEBI:8378,MONDO:0004980
CHEBI:7601,MONDO:0002268
CHEBI:15409,HP:0000989
CHEBI:8887,MONDO:0011429
CHEBI:17026,MONDO:0008159
CHEBI:5551,HP:0001945
CHEBI:47426,HP:0000969
CHEBI:204734,UMLS:C0149922
CHEBI:209807,UMLS:C2887088
UNII:1OQF7TT3PF,UMLS:C0948204
CHEBI:27373,UMLS:C0011974
CHEBI:291342,MONDO:0005324
CHEBI:18208,MONDO:0005526
CHEBI:9741,HP:0031417
CHEBI:29013,MONDO:0004522
CHEBI:16962,UMLS:C1275687
CHEBI:63598,UMLS:C0577709
CHEBI:16962,MONDO:0001198
CHEBI:42820,MONDO:0018556
CHEBI:194135,MONDO:0041095
CHEBI:177836,MONDO:0001406
CHEBI:6970,MONDO:0006608
CHEBI:44185,MONDO:0001056
CHEBI:15765,MONDO:0021095
CHEBI:31524,MONDO:0005469
CHEMBL.COMPOUND:CHEMBL2108724,MONDO:0011122
CHEBI:34903,HP:0008226
CHEBI:5108,MONDO:0006608
CHEBI:28971,MONDO:0005961
CHEBI:63637,UMLS:C5394779
CHEBI:51209,HP:0001742
CHEBI:2682,MONDO:0005683
CHEBI:59343,UMLS:C0856695
CHEBI:9763,UMLS:C1278797
CHEBI:6909,MONDO:0024412
CHEBI:36162,MONDO:0005233
CHEBI:16526,MONDO:0010826
CHEBI:28864,MONDO:0005642
CHEBI:16962,MONDO:0004872
CHEBI:29007,UMLS:C0153225
CHEBI:135424,HP:0031246
CHEBI:72291,MONDO:0005109
CHEBI:28901,UMLS:C0149615
CHEBI:8459,HP:0000989
CHEBI:31199,UMLS:C0033775
CHEBI:29013,MONDO:0005888
CHEBI:6820,MONDO:0006004
CHEBI:205919,UMLS:C0406326
CHEBI:231693,UMLS:C0278987
CHEBI:204928,MONDO:0004471
CHEBI:24757,UMLS:C0204802
CHEBI:9328,MONDO:0005989
CHEBI:3499,UMLS:C1997728
CHEBI:50673,MONDO:0004425
CHEBI:9327,MONDO:0006608
CHEBI:5280,UMLS:C0577708
CHEBI:3077,MONDO:0004967
CHEBI:478164,MONDO:0004652
UNII:ODJ69JZG85,MONDO:0009659
CHEBI:40009,MONDO:0006052
CHEBI:92338,MONDO:0011057
CHEBI:31547,MONDO:0005010
CHEBI:31677,MONDO:0004855
CHEBI:6456,UMLS:C0033775
CHEBI:31703,UMLS:C0202986
UNII:35A26E427H,MONDO:0005749
CHEBI:16962,MONDO:0002307
CHEBI:6637,MONDO:0002268
CHEBI:28971,UMLS:C0275761
CHEBI:3515,UMLS:C0276027
CHEBI:77572,MONDO:0005348
UNII:KXG2PJ551I,MONDO:0005086
CHEBI:188986,MONDO:0005338
CHEBI:3311,HP:0002901
CHEBI:4784,MONDO:0005044
CHEBI:59773,MONDO:0004979
CHEBI:8346,MONDO:0005709
CHEBI:134734,MONDO:0005027
CHEBI:32687,MONDO:0003471
CHEBI:7476,UMLS:C0037195
CHEBI:3077,MONDO:0002334
CHEBI:9637,UMLS:C0581377
CHEBI:16914,MONDO:0006608
CHEBI:4875,MONDO:0008383
CHEBI:6809,MONDO:0005302
CHEBI:3485,MONDO:0005545
CHEBI:66919,HP:0001744
CHEBI:3398,MONDO:0011786
UNII:6QVL057INT,MONDO:0002974
CHEBI:6923,MONDO:0006014
CHEBI:34825,MONDO:0001405
CHEBI:3697,UMLS:C0856695
CHEBI:17833,MONDO:0005898
CHEBI:7565,MONDO:0005044
CHEBI:134991,MONDO:0005277
CHEBI:16962,MONDO:0015253
CHEBI:145428,MONDO:0018874
CHEBI:691037,UMLS:C0149922
CHEBI:135564,UMLS:C0700589
CHEBI:4638,MONDO:0002317
CHEBI:44423,UMLS:C0238425
CHEBI:247956,NCIT:C50743
CHEBI:9334,MONDO:0005306
CHEBI:94484,HP:0031417
CHEBI:2704,UMLS:C1562029
CHEBI:9667,MONDO:0010481
CHEBI:18208,MONDO:0004497
CHEBI:41977,MONDO:0007896
CHEBI:8378,MONDO:0006604
CHEBI:3699,MONDO:0002268
CHEBI:9725,HP:0031417
CHEBI:17823,MONDO:0005298
CHEBI:3504,MONDO:0005545
CHEBI:17347,HP:0031217
CHEBI:184555,MONDO:0018301
CHEBI:17833,UMLS:C0549398
CHEBI:18208,MONDO:0006019
CHEBI:27446,MONDO:0002258
CHEBI:100246,MONDO:0100338
CHEBI:85973,MONDO:0005279
CHEBI:36560,UMLS:C0033775
CHEBI:51230,MONDO:0005041
CHEBI:2946,MONDO:0006004
UNII:4F4X42SYQ6,MONDO:0005100
GO:0060096,MONDO:0001247
CHEBI:9334,MONDO:0011429
UNII:X8XI70B5Z6,UMLS:C0577708
CHEBI:3491,UMLS:C0684256
CHEBI:31625,UMLS:C0010543
CHEBI:59343,UMLS:C0275804
CHEBI:28864,UMLS:C0684256
CHEBI:28329,MONDO:0008661
CHEBI:143117,UMLS:C5394780
CHEBI:32914,UMLS:C0002921
CHEBI:2038,MONDO:0018874
CHEBI:42355,UMLS:C0339968
CHEBI:74274,UMLS:C0278140
CHEBI:31793,UMLS:C0426639
CHEBI:8107,MONDO:0041284
CHEBI:6784,HP:0000132
CHEBI:27373,MONDO:0004568
CHEBI:75045,UMLS:C5394779
UNII:1383NM3Q0H,UMLS:C1142085
CHEBI:50867,MONDO:0007759
CHEBI:16962,MONDO:0009691
CHEBI:15765,MONDO:0005180
UNII:I8309403R0,MONDO:0005314
CHEBI:36578,HP:0001742
CHEBI:59164,MONDO:0005101
CHEBI:7476,MONDO:0005178
CHEBI:2956,UMLS:C0343402
UNII:3VHF2ZD92J,MONDO:0008159
UNII:2S9ZZM9Q9V,MONDO:0041447
CHEBI:47898,MONDO:0002334
CHEBI:3746,UMLS:C0152965
CHEBI:17650,MONDO:0008383
CHEBI:29013,MONDO:0005834
CHEBI:9468,UMLS:C0002921
CHEBI:3892,MONDO:0018229
CHEBI:229212,MONDO:0018876
CHEBI:8207,MONDO:0005041
CHEBI:8378,MONDO:0004979
CHEBI:133009,UMLS:C1299579
CHEBI:4710,UMLS:C0149922
CHEBI:94295,MONDO:0019476
CHEBI:84116,MONDO:0007448
CHEBI:8888,MONDO:0005180
CHEBI:8382,MONDO:0006955
CHEBI:209807,MONDO:0004264
UNII:RSA8KO39WH,MONDO:0011996
CHEBI:31941,MONDO:0000956
CHEBI:9667,MONDO:0005011
CHEBI:84116,MONDO:0005642
CHEBI:3387,MONDO:0005027
CHEBI:29013,MONDO:0006604
CHEBI:41879,MONDO:0006651
CHEBI:134759,MONDO:0010826
CHEBI:5127,MONDO:0015758
UNII:ZL1R02VT79,UMLS:C0271066
CHEBI:31597,HP:0012531
CHEBI:2637,UMLS:C0338396
CHEBI:27436,MONDO:0009421
CHEBI:6920,MONDO:0005044
CHEBI:204734,MONDO:0006554
CHEBI:3480,MONDO:0100338
CHEBI:9327,MONDO:0004773
CHEBI:63598,MONDO:0005970
CHEBI:3398,MONDO:0005492
CHEBI:16382,MONDO:0004425
CHEBI:39211,MONDO:0003471
CHEBI:8382,MONDO:0850283
CHEBI:82460,MONDO:0013600
CHEBI:43415,MONDO:0005178
CHEBI:90959,MONDO:0005002
CHEBI:16914,HP:0001945
CHEBI:47519,MONDO:0000879
CHEBI:3393,MONDO:0005247
CHEBI:41879,MONDO:0004980
CHEBI:205919,MONDO:0005083
CHEBI:46345,MONDO:0002898
UNII:DB1041CXDG,MONDO:0009693
UNII:QMS40680K6,UMLS:C0392190
CHEBI:3077,MONDO:0006554
UNII:Z7HVY03PHP,MONDO:0005101
CHEBI:7865,HP:0012532
CHEBI:27882,MONDO:0005311
CHEBI:134732,HP:0005115
CHEBI:31401,MONDO:0005295
CHEBI:3547,MONDO:0002258
CHEBI:8378,MONDO:0001875
CHEBI:38562,MONDO:0007759
CHEBI:194135,UMLS:C0520777
CHEBI:3697,MONDO:0004652
CHEBI:5747,MONDO:0002203
CHEBI:176844,MONDO:0008170
CHEBI:9943,MONDO:0001942
CHEBI:2682,MONDO:0042433
CHEBI:45213,MONDO:0021187
CHEBI:72690,MONDO:0009693
CHEBI:45863,MONDO:0008903
UNII:A3ULP0F556,UMLS:C0751339
UNII:FYS6T7F842,UMLS:C4518725
CHEBI:66919,MONDO:0008661
CHEBI:133009,UMLS:C1619727
UNII:37CQ2C7X93,MONDO:0005393
CHEBI:6931,MONDO:0002125
CHEBI:135791,MONDO:0015758
CHEBI:6931,UMLS:C0002921
CHEBI:4046,MONDO:0007448
CHEBI:3398,MONDO:0005709
CHEBI:63611,MONDO:0005545
CHEBI:5002,MONDO:0005044
CHEBI:41948,MONDO:0005459
CHEBI:474014,MONDO:0005972
CHEBI:4027,MONDO:0005224
CHEBI:100246,MONDO:0006032
CHEBI:50924,MONDO:0005086
PUBCHEM.COMPOUND:78357831,MONDO:0044070
CHEBI:2682,MONDO:0005445
UNII:4H5YMK1H2E,EFO:0009130
CHEBI:32599,UMLS:C0156677
UNII:01F4FRP8YL,UMLS:C0740447
CHEBI:34825,MONDO:0005984
CHEBI:553473,UMLS:C0520775
UNII:8202AY8I7H,MONDO:0005277
CHEBI:80774,MONDO:0004976
CHEBI:7916,UMLS:C0342938
CHEBI:45906,MONDO:0005459
CHEBI:41879,UMLS:C0010032
CHEBI:50131,MONDO:0018874
CHEBI:17698,MONDO:0001316
UNII:SQ8A3S5101,MONDO:0002048
CHEBI:474053,HP:0002783
UNII:981TME683S,MONDO:0009891
PUBCHEM.COMPOUND:6321415,UMLS:C2887088
UNII:3A189DH42V,MONDO:0004948
CHEBI:2453,HP:0410028
CHEBI:9927,UMLS:C1997351
CHEBI:6888,MONDO:0004126
CHEBI:81573,MONDO:0018555
CHEBI:16962,MONDO:0007179
CHEBI:2682,MONDO:0018312
CHEBI:75984,MONDO:1030011
CHEBI:15407,NCIT:C78302
CHEBI:8378,MONDO:0850283
CHEBI:35847,MONDO:0008383
CHEBI:73927,MONDO:0005298
CHEBI:8232,MONDO:0004652
CHEBI:9667,UMLS:C0033777
CHEBI:16469,MONDO:0005298
UNII:2P6O7CFW5K,MONDO:0037858
PUBCHEM.COMPOUND:6321415,DOID:50360
UNII:X8XI70B5Z6,UMLS:C0520775
CHEBI:63631,MONDO:0005277
CHEBI:17549,UMLS:C0303920
CHEBI:36560,NCIT:C50743
CHEBI:3207,MONDO:0005011
CHEBI:135931,MONDO:0004247
CHEBI:4672,MONDO:0008170
CHEBI:7660,MONDO:0006014
CHEBI:43968,MONDO:0004522
CHEBI:27436,HP:0000823
UNII:0T4IMT8S5Z,MONDO:0018874
CHEBI:28971,MONDO:0041366
UNII:2S9ZZM9Q9V,UMLS:C4744565
CHEBI:71204,MONDO:0005642
CHEBI:59269,MONDO:0007448
CHEBI:4913,MONDO:0005083
CHEBI:134724,MONDO:0005148
HP:0007906,MONDO:0006875
CHEBI:553473,UMLS:C0577708
CHEBI:3023,MONDO:0005393
CHEBI:31677,MONDO:0005301
UNII:1OQF7TT3PF,MONDO:0006635
CHEBI:39867,MONDO:0010826
CHEBI:29007,UMLS:C0152964
CHEBI:4496,HP:0002901
CHEBI:10023,MONDO:0016426
CHEBI:100241,DOID:50360
UNII:21904A5386,UMLS:C4510691
CHEBI:15365,MONDO:0005178
CHEBI:31990,HP:0000989
CHEBI:194135,DOID:50360
CHEBI:2611,MONDO:0001942
CHEBI:17650,MONDO:0005328
CHEBI:16467,EFO:0020980
CHEBI:134857,UMLS:C1318955
PUBCHEM.COMPOUND:49863420,EFO:1001753
CHEBI:3077,MONDO:0006955
CHEBI:135772,UMLS:C0520775
CHEBI:27300,MONDO:0005101
CHEBI:16684,HP:0001688
