drug,disease
CHEBI:3387,UMLS:C0270425
CHEBI:5779,MONDO:0011786
UNII:3A58010674,UMLS:C1827687
CHEBI:6367,MONDO:0005027
CHEBI:6794,MONDO:0005468
CHEBI:17347,MONDO:0009421
CHEBI:5280,MONDO:0004652
CHEBI:63598,UMLS:C0276077
CHEBI:9421,UMLS:C0949083
CHEBI:28925,MONDO:0004948
CHEBI:3504,UMLS:C0577709
CHEBI:64198,UMLS:C0261486
CHEBI:135859,MONDO:0005044
CHEBI:47898,MONDO:0005089
CHEBI:17650,MONDO:0000004
CHEBI:2948,MONDO:0005101
CHEBI:71013,MONDO:0005579
CHEBI:36560,UMLS:C0011974
UNII:E58MLH082P,MONDO:0006964
CHEBI:6954,UMLS:C0686510
CHEBI:4562,UMLS:C0042376
CHEBI:78320,MONDO:0006554
UNII:PQX0D8J21J,MONDO:0021063
CHEBI:29007,UMLS:C0152486
CHEBI:45373,MONDO:0006014
CHEBI:4753,MONDO:0005338
UNII:G0G0H52U6K,MONDO:0005041
CHEBI:161680,MONDO:0005247
CHEBI:3697,MONDO:0004522
CHEBI:3077,MONDO:0004979
CHEBI:82698,MONDO:0013600
CHEBI:4659,MONDO:0007079
CHEBI:27565,MONDO:0006052
CHEBI:9763,UMLS:C0392618
CHEBI:5106,MONDO:0011786
CHEBI:17439,MONDO:0018754
PUBCHEM.COMPOUND:49863420,EFO:1001865
CHEBI:116278,UMLS:C4076057
CHEBI:691037,MONDO:0019558
CHEBI:31677,MONDO:0006545
CHEBI:91855,MONDO:0008364
PUBCHEM.COMPOUND:6321415,UMLS:C1112209
CHEBI:36560,MONDO:0006547
CHEBI:6704,MONDO:0005654
CHEBI:9667,UMLS:C0406326
CHEBI:100241,UMLS:C0600041
CHEBI:8357,UMLS:C0006434
CHEBI:6888,MONDO:0010481
CHEBI:3994,MONDO:0008015
UNII:2S9ZZM9Q9V,MONDO:0007254
CHEBI:17650,MONDO:0005083
CHEBI:41879,UMLS:C0345468
CHEBI:204928,MONDO:0005972
CHEBI:50845,MONDO:0001701
CHEBI:5109,MONDO:0005480
CHEBI:135491,MONDO:0005530
CHEBI:42355,MONDO:0006816
CHEBI:474014,MONDO:0005545
CHEBI:31677,MONDO:0005328
CHEBI:4392,MONDO:0005249
CHEBI:17026,HP:0100608
CHEBI:9753,MONDO:0005148
CHEBI:90943,UMLS:C1960925
CHEBI:6541,MONDO:0005010
CHEBI:17650,MONDO:0004980
CHEBI:83766,MONDO:0002229
CHEBI:34273,UMLS:C0021572
CHEBI:6909,MONDO:0001103
CHEBI:135934,MONDO:0006608
CHEBI:133011,MONDO:0001125
CHEBI:2639,MONDO:0005044
CHEBI:17650,MONDO:0043789
CHEBI:194135,UMLS:C0275665
CHEBI:49956,UMLS:C0024485
CHEBI:140421,UMLS:C1960639
CHEBI:6715,UMLS:C3160898
CHEBI:63577,MONDO:0005366
CHEBI:68642,MONDO:0008315
CHEBI:68554,MONDO:0019402
UNII:7XZ4062R17,MONDO:0009662
UNII:8NZ41MIK1O,MONDO:0005279
CHEBI:6887,MONDO:0021107
CHEBI:29007,UMLS:C0684256
CHEBI:9667,MONDO:0006684
CHEBI:31415,MONDO:0002406
CHEBI:8502,MONDO:0004425
CHEBI:45409,MONDO:0100096
CHEBI:43968,MONDO:0040732
CHEBI:5801,MONDO:0007915
CHEBI:31933,MONDO:0011786
CHEBI:59582,MONDO:0005480
UNII:A92JFM5XNU,MONDO:0006014
CHEBI:29013,UMLS:C0684256
CHEBI:31547,MONDO:0005044
CHEBI:28304,UMLS:C0564750
CHEBI:63632,MONDO:0008170
CHEBI:100246,UMLS:C0392618
CHEBI:16962,MONDO:0005538
CHEBI:8673,MONDO:0005136
CHEBI:28177,UMLS:C4038730
CHEBI:8455,MONDO:0005920
CHEBI:94758,MONDO:0001126
UNII:P76B05O5V6,MONDO:0008315
CHEBI:94484,HP:0001742
CHEBI:184555,HP:0032171
CHEBI:474014,MONDO:0005249
CHEBI:3732,UMLS:C0729586
CHEBI:102484,HP:0000371
CHEBI:5747,MONDO:0004868
CHEBI:8382,MONDO:0007179
CHEBI:31236,MONDO:0005090
PUBCHEM.COMPOUND:5249,MONDO:0001126
CHEBI:136044,MONDO:0005044
CHEBI:16962,MONDO:0020283
CHEBI:478164,UMLS:C0155860
CHEBI:9448,UMLS:C1274470
UNII:P97OGJ7L1L,MONDO:0005052
CHEBI:41879,MONDO:0006547
CHEBI:9445,MONDO:0005044
UNII:4W3KFI3TN3,MONDO:0009693
CHEBI:142773,UMLS:C0029151
CHEBI:63613,MONDO:0005109
UNII:DPT0O3T46P,MONDO:0002974
CHEBI:18385,MONDO:0008228
CHEBI:78320,HP:0000989
UNII:4MG6O8991R,MONDO:0004592
CHEBI:31995,MONDO:0005709
UNII:2372V1TKXK,MONDO:0019623
CHEBI:71940,MONDO:0010811
CHEBI:2955,UMLS:C0275652
UNII:5384HK7574,UMLS:C4721209
CHEBI:3515,UMLS:C0275556
UNII:7V6HE3DM5A,UMLS:C0730274
CHEBI:161680,UMLS:C0276026
CHEBI:30746,HP:0012344
CHEBI:8382,MONDO:0010481
UNII:43K1W2T1M6,MONDO:0005105
CHEBI:95341,MONDO:0005340
PUBCHEM.COMPOUND:91820602,UMLS:C0204837
CHEBI:62984,MONDO:0004795
CHEBI:63598,UMLS:C0520775
CHEBI:3534,MONDO:0005972
UNII:1GA689N629,MONDO:0002268
CHEBI:85973,HP:0002140
CHEBI:3077,MONDO:0005301
CHEBI:9741,HP:0025095
CHEBI:471744,EFO:1001753
CHEBI:3920,MONDO:0000879
CHEBI:9215,UMLS:C0275652
CHEBI:17650,UMLS:C0854211
CHEBI:7565,MONDO:0006021
CHEBI:17823,MONDO:0005083
CHEBI:8065,MONDO:0006004
CHEBI:145714,HP:0002027
CHEBI:31995,MONDO:0005642
CHEBI:94686,MONDO:0011122
CHEBI:17650,MONDO:0005301
CHEBI:62984,MONDO:0010200
CHEBI:71255,MONDO:0004985
CHEBI:8232,MONDO:0005945
CHEBI:17650,MONDO:0006608
CHEBI:32271,MONDO:0001126
CHEBI:33130,MONDO:0001126
CHEBI:34829,MONDO:0006814
CHEBI:28748,MONDO:0007243
CHEBI:27666,MONDO:0018944
CHEBI:3638,MONDO:0007915
CHEBI:64310,MONDO:0008903
CHEBI:29013,MONDO:0005246
CHEBI:22907,MONDO:0005105
CHEBI:194135,UMLS:C0339932
CHEBI:135950,MONDO:0005468
CHEBI:204734,UMLS:C1318955
CHEBI:194135,MONDO:0005545
CHEBI:2956,MONDO:0006816
CHEBI:94435,MONDO:0100135
UNII:EO144CP0X9,MONDO:0018485
CHEBI:51137,MONDO:0002009
CHEBI:204734,MONDO:0005480
CHEBI:16962,MONDO:0004773
CHEBI:75998,MONDO:0005191
CHEBI:31236,MONDO:0005258
CHEBI:3746,MONDO:0005316
CHEBI:5134,MONDO:0015758
CHEBI:8774,UMLS:C1997351
CHEBI:9421,UMLS:C2062473
CHEBI:9168,MONDO:0010029
PUBCHEM.COMPOUND:11332179,MONDO:0006640
CHEBI:100241,UMLS:C0339933
CHEBI:63637,MONDO:0002898
CHEBI:102166,UMLS:C0002915
CHEBI:44185,MONDO:0005083
CHEBI:134750,NCIT:C3327
CHEBI:3423,MONDO:0005105
CHEBI:17347,HP:0008226
UNII:PLO044MUDZ,MONDO:0011719
CHEBI:29013,UMLS:C0729586
CHEBI:194135,MONDO:0006816
CHEBI:77942,UMLS:C0276755
UNII:FYS6T7F842,MONDO:0007191
CHEBI:50819,UMLS:C0024485
CHEBI:9587,UMLS:C0684256
CHEBI:6076,MONDO:0042233
CHEBI:135736,MONDO:0005149
CHEBI:8871,MONDO:0005090
CHEBI:78320,MONDO:0004980
UNII:6T8C155666,MONDO:0005086
GO:0050847,HP:0031217
CHEBI:34904,MONDO:0006594
CHEBI:51368,UMLS:C0029104
CHEBI:18248,MONDO:0001356
PUBCHEM.COMPOUND:121489720,UMLS:C0347001
CHEBI:135673,MONDO:0005492
CHEBI:48814,MONDO:0013600
CHEBI:17246,MONDO:0006733
CHEBI:8378,MONDO:0005749
CHEBI:8382,MONDO:0004979
CHEBI:231598,MONDO:0017387
CHEBI:28934,MONDO:0005298
CHEBI:7789,HP:0001257
CHEBI:6367,MONDO:0016532
CHEBI:8499,UMLS:C3888500
CHEBI:81579,UMLS:C0472713
UNII:2H1PA8H1EN,MONDO:0005417
CHEBI:28971,UMLS:C0275804
CHEBI:48947,MONDO:0005972
CHEBI:4470,NCIT:C78302
CHEBI:30659,MONDO:0021187
CHEBI:32176,UMLS:C0406317
CHEBI:50845,MONDO:0019362
CHEBI:50663,MONDO:0005812
CHEBI:31677,MONDO:0004979
CHEBI:8065,MONDO:0005492
CHEBI:6413,MONDO:0008487
CHEBI:82699,UMLS:C0038166
CHEBI:31663,UMLS:C0406326
UNII:15C2VL427D,MONDO:0041448
CHEBI:2682,MONDO:0006764
CHEBI:5855,HP:0012531
CHEBI:3082,MONDO:0005041
CHEBI:7451,MONDO:0001461
CHEBI:85164,MONDO:0015925
CHEBI:6715,HP:0100608
CHEBI:6375,MONDO:0004247
CHEBI:45863,MONDO:0008170
CHEBI:2676,UMLS:C0275794
CHEBI:7934,UMLS:C0152499
CHEBI:34829,UMLS:C0010032
CHEBI:77942,UMLS:C1274470
CHEBI:16899,MONDO:0009061
CHEBI:5778,MONDO:0005044
CHEBI:32278,UMLS:C0745136
CHEBI:4392,UMLS:C0276027
CHEBI:7983,UMLS:C0002921
CHEBI:5127,MONDO:0006608
CHEBI:7459,HP:0012531
CHEBI:194135,MONDO:0100338
UNII:7662KG2R6K,UMLS:C1868889
CHEBI:8868,MONDO:0005298
CHEBI:2030,MONDO:0100192
CHEBI:5088,HP:0100518
CHEBI:31990,MONDO:0005324
CHEBI:3380,MONDO:0005016
CHEBI:3077,MONDO:0001405
CHEBI:135207,MONDO:0003014
CHEBI:8887,MONDO:0008383
CHEBI:18358,MONDO:0005083
CHEBI:29013,MONDO:0006019
CHEBI:70746,UMLS:C2585945
CHEBI:4027,MONDO:0009348
CHEBI:31677,MONDO:0005393
UNII:Q4K217VGA9,MONDO:0100077
CHEBI:22907,MONDO:0000612
CHEBI:135052,UMLS:C0022662
UNII:1OQF7TT3PF,UMLS:C0343337
CHEBI:18208,MONDO:0005822
CHEBI:2676,UMLS:C1698510
CHEBI:68478,MONDO:0002603
CHEBI:3699,MONDO:0011122
CHEBI:3611,MONDO:0005052
UNII:1383NM3Q0H,MONDO:0005277
CHEBI:3756,MONDO:0005027
CHEBI:8459,HP:0025095
CHEBI:95170,MONDO:0009172
CHEBI:3499,UMLS:C1112209
CHEBI:26078,UMLS:C0242739
CHEBI:7865,UMLS:C0002921
CHEBI:44185,MONDO:0007254
CHEBI:17347,MONDO:0005152
CHEBI:136021,MONDO:0004872
CHEBI:42355,MONDO:0001548
CHEBI:31428,MONDO:0000328
UNII:HYW8DB273J,UMLS:C5394780
CHEBI:8405,MONDO:0005921
CHEBI:2682,UMLS:C0153256
CHEBI:51380,HP:0000989
CHEBI:5775,MONDO:0005044
CHEBI:63618,MONDO:0005347
CHEBI:453011,MONDO:0024343
CHEBI:6078,MONDO:0005974
CHEBI:30746,MONDO:0006594
CHEBI:8081,MONDO:0005294
CHEBI:521033,MONDO:0010811
CHEBI:135720,MONDO:0010679
CHEBI:47657,UMLS:C0730607
CHEBI:204734,UMLS:C0033775
CHEBI:7916,MONDO:0009412
CHEBI:135946,UMLS:C0358514
CHEBI:135931,UMLS:C0267055
CHEBI:94718,MONDO:0011786
CHEBI:5739,MONDO:0000088
UNII:HYW8DB273J,MONDO:0005233
CHEBI:135772,MONDO:0011438
CHEBI:27902,MONDO:0001249
CHEBI:8065,HP:0031417
CHEBI:100246,MONDO:0004264
CHEBI:4888,MONDO:0005754
CHEBI:50819,UMLS:C0006434
CHEBI:40237,MONDO:0005148
CHEBI:4464,MONDO:0005492
CHEBI:85155,EFO:0006911
CHEBI:47426,UMLS:C0581377
CHEBI:73044,MONDO:0005178
CHEBI:41879,MONDO:0011849
CHEBI:28787,UMLS:C3661921
CHEBI:26675,MONDO:0007186
CHEBI:41977,MONDO:0004967
CHEBI:34829,MONDO:0004577
CHEBI:7921,MONDO:0010826
CHEBI:31703,UMLS:C1962945
CHEBI:229599,MONDO:0010726
CHEBI:82718,UMLS:C1274470
CHEBI:135829,MONDO:0005970
CHEBI:17026,HP:0000869
CHEBI:9352,MONDO:0002471
CHEBI:2038,MONDO:0020311
CHEBI:48947,MONDO:0020920
CHEBI:135772,MONDO:0005777
CHEBI:5557,MONDO:0005044
CHEBI:77733,MONDO:0005277
CHEBI:93248,HP:0000371
CHEBI:9667,MONDO:0018479
CHEBI:5120,UMLS:C1562029
CHEBI:4027,MONDO:0005072
CHEBI:4779,HP:0000989
CHEBI:63627,UMLS:C0023886
CHEBI:28591,HP:0031417
CHEBI:50749,UMLS:C0406317
CHEBI:6888,MONDO:0018906
CHEBI:135227,MONDO:0002050
CHEBI:78277,MONDO:0006784
CHEBI:38545,MONDO:0005311
CHEBI:2676,UMLS:C0276026
CHEBI:9725,HP:0000989
CHEBI:3746,MONDO:0011438
CHEBI:62984,UMLS:C0006434
CHEBI:136048,MONDO:0005412
CHEBI:15409,MONDO:0005915
CHEBI:6784,HP:0000132
CHEBI:6375,MONDO:0019610
CHEBI:100241,UMLS:C0339932
UNII:OYK17DYO9M,MONDO:0005101
CHEBI:136017,HP:0001742
CHEBI:45924,MONDO:0006668
CHEBI:8378,MONDO:0011849
UNII:9R3D3Y0UHS,UMLS:C0272230
CHEBI:17650,MONDO:0010481
CHEBI:8378,MONDO:0015758
CHEBI:18208,MONDO:0018059
CHEBI:93835,HP:0001257
CHEBI:31236,MONDO:0024612
CHEBI:74947,MONDO:0017364
CHEBI:194135,UMLS:C4076057
CHEBI:2637,MONDO:0006816
CHEBI:204928,UMLS:C1263758
CHEBI:135521,MONDO:0005618
CHEBI:101085,MONDO:0001744
UNII:CUJ2MVI71Y,MONDO:0005314
CHEBI:6820,MONDO:0007448
CHEBI:135961,MONDO:0008315
CHEBI:18357,MONDO:0004849
CHEBI:6931,HP:0000713
UNII:709B6VM65P,UMLS:C0203668
CHEBI:36578,MONDO:0005915
CHEBI:28748,MONDO:0002715
CHEBI:135673,MONDO:0011786
CHEBI:30956,MONDO:0005647
CHEBI:8024,MONDO:0005010
CHEBI:4910,UMLS:C0002915
CHEBI:41879,MONDO:0005083
UNII:WGD229O42W,MONDO:0005306
CHEBI:28830,MONDO:0009348
CHEBI:41879,HP:0100583
CHEBI:51209,MONDO:0006004
CHEBI:7862,UMLS:C0002921
CHEBI:3761,MONDO:0005433
CHEBI:93248,UMLS:C1698510
CHEBI:6960,MONDO:0005044
CHEBI:8378,MONDO:0005101
CHEBI:85994,MONDO:0005034
CHEBI:8716,MONDO:0001410
CHEBI:10125,MONDO:0013600
CHEBI:554446,UMLS:C0684256
CHEBI:16714,HP:0031417
CHEBI:100241,MONDO:0004795
CHEBI:7478,MONDO:0005277
CHEBI:94614,MONDO:0002050
UNII:S276568KOY,UMLS:C1512628
CHEBI:194135,MONDO:0002186
CHEBI:125354,UMLS:C0334296
CHEBI:61276,HP:0031417
CHEBI:2930,MONDO:0008383
CHEBI:4527,MONDO:0016566
CHEBI:63598,UMLS:C0577708
CHEBI:5004,MONDO:0008383
CHEBI:6780,MONDO:0005090
CHEBI:6715,MONDO:0001410
CHEBI:8378,MONDO:0006955
CHEBI:100241,UMLS:C0155860
CHEBI:3380,MONDO:0005100
CHEBI:9667,MONDO:0005480
UNII:55MOB566V7,UMLS:C0339932
CHEBI:28177,MONDO:0005275
UNII:F85N2YHE4E,MONDO:0005347
CHEBI:17688,MONDO:0019975
CHEBI:17650,MONDO:0005538
CHEBI:9667,MONDO:0020108
CHEBI:16962,MONDO:0005984
CHEBI:16382,MONDO:0015075
CHEBI:27902,MONDO:0019633
CHEBI:2453,MONDO:0043653
CHEBI:6762,MONDO:0005709
CHEBI:5555,MONDO:0005044
CHEBI:3480,UMLS:C0684256
CHEBI:36560,MONDO:0005984
CHEBI:553473,UMLS:C0577709
CHEBI:490877,MONDO:0012268
CHEBI:149836,UMLS:C1112209
CHEBI:29013,MONDO:0024313
CHEBI:6874,HP:0011891
CHEBI:194135,MONDO:0001964
CHEBI:6931,MONDO:0005027
CHEBI:41879,MONDO:0019444
CHEBI:6809,MONDO:0011122
CHEBI:31677,MONDO:0001198
CHEBI:76612,MONDO:0017604
UNII:52CMI0WC3Y,UMLS:C0278987
UNII:4F4X42SYQ6,MONDO:0019100
CHEBI:59124,MONDO:0017767
CHEBI:194135,UMLS:C0577709
CHEBI:47898,MONDO:0002108
UNII:AVX3D5A4LM,UMLS:C1271701
CHEBI:4466,UMLS:C0079159
CHEBI:16469,UMLS:C0032743
CHEBI:204734,MONDO:0004795
PUBCHEM.COMPOUND:122173814,MONDO:0005362
CHEBI:6970,MONDO:0004765
CHEBI:28680,MONDO:0004967
CHEBI:9449,HP:0000989
CHEBI:131391,MONDO:0008159
CHEBI:3181,MONDO:0019933
CHEBI:134729,UMLS:C0267055
CHEBI:391960,MONDO:0006624
CHEBI:6823,HP:0001742
CHEBI:149836,EFO:1001753
CHEBI:3077,MONDO:0004979
CHEBI:63598,UMLS:C0554628
CHEBI:50694,MONDO:0004277
CHEBI:8378,MONDO:0005301
CHEBI:100246,DOID:50360
CHEBI:30411,MONDO:0020696
CHEBI:9334,MONDO:0005101
CHEBI:44185,MONDO:0005301
CHEBI:176844,UMLS:C0347176
CHEBI:29007,UMLS:C0554628
CHEBI:8093,HP:0025095
CHEBI:31199,UMLS:C0406326
CHEBI:4495,MONDO:0002177
UNII:8NZ41MIK1O,MONDO:0006805
UNII:04NQ160FRU,MONDO:0008159
CHEBI:3423,MONDO:0001657
CHEBI:3077,MONDO:0005083
CHEBI:101278,MONDO:0005044
CHEBI:6067,MONDO:0005044
CHEBI:4909,HP:0012531
CHEBI:100246,MONDO:0005867
CHEBI:16899,MONDO:0006684
CHEBI:29007,UMLS:C0275652
CHEBI:29007,MONDO:0006753
CHEBI:10033,MONDO:0000831
CHEBI:31336,HP:0003111
CHEBI:9448,MONDO:0005915
CHEBI:100246,MONDO:0006939
CHEBI:102166,MONDO:0005027
CHEBI:15741,MONDO:0001356
CHEBI:28445,MONDO:0021063
CHEBI:29013,MONDO:0019365
CHEBI:82521,MONDO:0006004
CHEBI:81569,UMLS:C0029967
CHEBI:9325,MONDO:0001405
CHEBI:2955,UMLS:C1261256
PUBCHEM.COMPOUND:6321415,UMLS:C0343402
CHEBI:17650,MONDO:0011849
CHEBI:183811,MONDO:0017137
CHEBI:553473,UMLS:C0684256
CHEBI:119915,UMLS:C0002915
CHEBI:7627,MONDO:0001410
CHEBI:31625,MONDO:0004577
CHEBI:8665,MONDO:0009688
UNII:SGW6W5758V,MONDO:0005178
CHEBI:8378,MONDO:0002334
UNII:GK1LYB375A,MONDO:0004980
CHEBI:3647,MONDO:0005090
CHEBI:116735,MONDO:0005984
UNII:4W0459ZA4V,MONDO:0003781
CHEBI:28918,UMLS:C0198813
CHEBI:4875,UMLS:C0406317
CHEBI:31793,MONDO:0002203
CHEBI:16469,UMLS:C0025319
CHEBI:6443,UMLS:C0700589
CHEBI:49005,MONDO:0019402
CHEBI:8707,MONDO:0024613
CHEBI:3183,HP:0000989
CHEBI:31535,HP:0012531
PUBCHEM.COMPOUND:23279496,UMLS:C0572583
CHEBI:34895,HP:0000132
CHEBI:4702,MONDO:0005041
CHEBI:8245,MONDO:0003781
CHEBI:44185,MONDO:0005306
CHEBI:50694,MONDO:0005249
CHEBI:64356,MONDO:0005546
CHEBI:135533,MONDO:0005044
CHEBI:471744,MONDO:0006816
CHEBI:8764,MONDO:0007915
CHEBI:5613,MONDO:0005090
UNII:F925RR824R,MONDO:0005720
CHEBI:8346,HP:0012735
CHEBI:5001,MONDO:0007759
CHEBI:31677,MONDO:0019338
CHEBI:35864,MONDO:0011429
CHEBI:3638,MONDO:0005921
UNII:I031V2H011,MONDO:0008383
CHEBI:52010,HP:0000989
CHEBI:50694,MONDO:0005119
CHEBI:17833,UMLS:C1260917
CHEBI:72317,UMLS:C0278678
CHEBI:8378,MONDO:0020283
CHEBI:4031,MONDO:0007915
CHEBI:31348,MONDO:0002367
CHEBI:28748,MONDO:0007254
CHEBI:8382,MONDO:0019122
CHEBI:161680,UMLS:C0577708
CHEBI:134876,MONDO:0005044
CHEBI:135890,UMLS:C0430127
CHEBI:4911,MONDO:0002715
CHEBI:16359,MONDO:0012672
CHEBI:6888,MONDO:0006608
CHEBI:2654,UMLS:C0346993
CHEBI:27470,MONDO:0024298
UNII:G0G0H52U6K,MONDO:0006875
CHEBI:3219,MONDO:0011122
CHEBI:27373,MONDO:0005093
CHEBI:3611,UMLS:C0002921
CHEBI:9667,MONDO:0000004
CHEBI:3504,UMLS:C0339933
CHEBI:16962,MONDO:0005306
CHEBI:28971,UMLS:C0729586
CHEBI:3480,UMLS:C1260917
CHEBI:209807,UMLS:C0343402
CHEBI:7916,MONDO:0009412
CHEBI:5147,MONDO:0004849
CHEBI:68621,MONDO:0005354
UNII:IT063R5MY0,UMLS:C0016665
PUBCHEM.COMPOUND:49863420,UMLS:C2887091
CHEBI:3077,MONDO:0015898
CHEBI:8774,MONDO:0005044
CHEBI:3515,MONDO:0019632
CHEBI:34689,UMLS:C0149893
UNII:91X1KLU43E,MONDO:0011849
CHEBI:30746,MONDO:0006594
CHEBI:3478,UMLS:C0041912
CHEBI:135791,UMLS:C0406326
CHEBI:31614,MONDO:0012672
CHEBI:50819,UMLS:C1444173
CHEBI:62984,MONDO:0005538
GO:0045065,MONDO:0018874
CHEBI:17026,HP:0031217
CHEBI:70708,UMLS:C0700589
UNII:38073MQB2A,MONDO:0017604
CHEBI:135782,MONDO:0019558
GO:0061436,MONDO:0004980
CHEBI:6909,MONDO:0004522
CHEBI:471744,MONDO:0004522
CHEBI:49960,MONDO:0002108
CHEBI:125354,MONDO:0009693
CHEBI:8382,MONDO:0009348
CHEBI:8776,MONDO:0019610
CHEBI:15553,UMLS:C0404328
CHEBI:85157,EFO:0006911
CHEBI:3077,UMLS:C0149922
CHEBI:18050,MONDO:0011382
CHEBI:6717,HP:0100607
CHEBI:5778,MONDO:0005252
CHEBI:2948,MONDO:0019098
CHEBI:100241,UMLS:C1112209
UNII:5W8JGG2651,MONDO:0010674
CHEBI:135666,MONDO:0005044
CHEBI:136038,MONDO:0005302
PUBCHEM.COMPOUND:49863420,UMLS:C1112209
CHEBI:9609,HP:0001257
CHEBI:75722,MONDO:0005178
UNII:39IS23Q1EW,MONDO:0020311
CHEBI:32193,MONDO:0005149
CHEBI:5801,MONDO:0001943
CHEBI:72564,MONDO:0016684
CHEBI:3504,UMLS:C0275804
CHEBI:47519,MONDO:0005672
CHEBI:2955,UMLS:C0339933
CHEBI:29687,MONDO:0024313
CHEBI:136038,MONDO:0011918
CHEBI:9332,MONDO:0005808
CHEBI:691037,UMLS:C0033775
CHEBI:27436,HP:0031217
CHEBI:84116,MONDO:0011786
CHEBI:135072,HP:0001681
CHEBI:9667,MONDO:0015898
UNII:1OQF7TT3PF,UMLS:C1320183
CHEBI:6920,HP:0001681
UNII:TO3JYR3BOU,MONDO:0100114
CHEBI:70707,MONDO:0002009
CHEBI:6762,HP:0025095
CHEBI:3485,UMLS:C0275556
CHEBI:3697,UMLS:C0948204
CHEBI:9332,UMLS:C0276027
CHEBI:94777,MONDO:0005090
CHEBI:17076,UMLS:C0577708
CHEBI:691037,MONDO:0006547
CHEBI:3077,MONDO:0005328
CHEBI:91855,MONDO:0011057
CHEBI:50694,UMLS:C1318559
CHEBI:29013,UMLS:C0155860
CHEBI:75037,MONDO:0004979
CHEBI:30114,HP:0000975
CHEBI:29013,MONDO:0016595
CHEBI:22652,UMLS:C1623040
CHEBI:17650,MONDO:0004795
UNII:2R27AB6766,MONDO:0018896
CHEBI:31794,UMLS:C0426639
CHEBI:135772,MONDO:0001797
CHEBI:3504,UMLS:C1698510
CHEBI:51041,MONDO:0007079
CHEBI:100246,MONDO:0005619
UNII:38RL9AE51Q,MONDO:0007915
CHEBI:3160,HP:0100515
CHEBI:8378,MONDO:0007915
CHEBI:2682,UMLS:C2960008
CHEBI:63925,MONDO:0005338
CHEBI:6888,MONDO:0015274
CHEBI:17650,MONDO:0004979
CHEBI:81579,UMLS:C4708167
CHEBI:85994,MONDO:0005086
CHEBI:3491,HP:0002783
CHEBI:5784,HP:0000969
CHEBI:4513,MONDO:0005068
CHEBI:52010,MONDO:0006004
CHEBI:9448,MONDO:0005984
CHEBI:62984,HP:0500005
CHEBI:474053,MONDO:0005970
CHEBI:16962,MONDO:0010481
CHEBI:6909,UMLS:C0152499
CHEBI:134806,HP:0012735
CHEBI:31677,MONDO:0006955
CHEBI:3732,MONDO:0004652
CHEBI:31199,MONDO:0004980
CHEBI:36578,MONDO:0011786
CHEBI:36795,MONDO:0004160
CHEBI:9587,UMLS:C0520775
CHEBI:8378,MONDO:0004980
CHEBI:7551,MONDO:0005044
CHEBI:18208,MONDO:0004944
CHEBI:8382,MONDO:0015614
CHEBI:2453,UMLS:C0349719
CHEBI:135047,MONDO:0005642
CHEBI:45783,UMLS:C0023474
UNII:T6133SO781,HP:0002901
CHEBI:17026,MONDO:0002715
CHEBI:291902,UMLS:C0542269
CHEBI:8378,UMLS:C0423234
UNII:ULS5I8J03O,MONDO:0005101
PUBCHEM.COMPOUND:49863420,UMLS:C2887097
CHEBI:102484,UMLS:C1278807
CHEBI:135791,MONDO:0006547
CHEBI:132774,UMLS:C1561828
CHEBI:2682,MONDO:0044070
CHEBI:5951,UMLS:C0358514
CHEBI:131512,MONDO:0002009
CHEBI:63625,MONDO:0005109
UNII:55MOB566V7,MONDO:0005906
CHEBI:6960,MONDO:0005044
CHEBI:66876,MONDO:0005362
CHEBI:9587,EFO:1001421
CHEBI:9620,MONDO:0001405
UNII:90Z2UF0E52,MONDO:0004979
CHEBI:85973,UMLS:C0013922
CHEBI:7445,MONDO:0005133
UNII:98DE7VN88D,MONDO:0018364
PUBCHEM.COMPOUND:122173801,MONDO:0100347
CHEBI:17833,EFO:1001421
CHEBI:32269,EFO:0006911
CHEBI:17833,UMLS:C0155860
CHEBI:135110,UMLS:C0011268
CHEBI:59477,MONDO:0006608
CHEBI:50848,UMLS:C0010032
CHEBI:85542,MONDO:0001126
CHEBI:45081,MONDO:0005459
UNII:5M691HL4BO,MONDO:0005301
CHEBI:3489,MONDO:0005972
CHEBI:93248,UMLS:C0276027
CHEBI:135772,MONDO:0001080
CHEBI:9635,MONDO:0007254
CHEBI:553473,UMLS:C0152964
CHEBI:6888,MONDO:0018479
CHEBI:7936,MONDO:0001942
CHEBI:8768,MONDO:0019610
CHEBI:4868,MONDO:0021259
UNII:5384HK7574,UMLS:C0686068
GO:0061436,MONDO:0005915
CHEBI:3077,MONDO:0006608
CHEBI:16962,MONDO:0011429
CHEBI:135845,GO:0090075
CHEBI:50694,MONDO:0019186
CHEBI:29013,MONDO:0011438
UNII:4W0459ZA4V,UMLS:C0339933
CHEBI:7465,UMLS:C3874358
CHEBI:2948,MONDO:0007915
CHEBI:2675,MONDO:0002050
CHEBI:3892,MONDO:0018097
CHEBI:4672,MONDO:0008903
CHEBI:6344,MONDO:0005044
CHEBI:31403,MONDO:0008015
CHEBI:49575,MONDO:0005027
CHEBI:229226,MONDO:0005300
CHEBI:291342,MONDO:0006526
CHEBI:9754,MONDO:0005642
CHEBI:29013,UMLS:C0577690
CHEBI:4551,MONDO:0017863
CHEBI:6909,UMLS:C0021342
UNII:G2AE2VE07O,MONDO:0005002
CHEBI:6792,MONDO:0004979
UNII:PQX0D8J21J,MONDO:0006519
